subject,predicate,object,weight
faction_tolanites,cooccurs_with,person_cara,2.0
faction_tolanites,cooccurs_with,person_clara,2.0
faction_tolanites,cooccurs_with,person_credus,6.0
faction_tolanites,cooccurs_with,person_cullen,4.0
faction_tolanites,cooccurs_with,person_cunai,2.0
faction_tolanites,cooccurs_with,person_cursin,2.0
faction_tolanites,cooccurs_with,person_darren,2.0
faction_tolanites,cooccurs_with,person_drib,2.0
faction_tolanites,cooccurs_with,person_elaris,2.0
faction_tolanites,cooccurs_with,person_elias,2.0
faction_tolanites,cooccurs_with,person_emily,4.0
faction_tolanites,cooccurs_with,person_evaine,18.0
faction_tolanites,cooccurs_with,person_faeryne,20.0
faction_tolanites,cooccurs_with,person_fenrir,2.0
faction_tolanites,cooccurs_with,person_fulbert,2.0
faction_tolanites,cooccurs_with,person_garrick,2.0
faction_tolanites,cooccurs_with,person_gina,12.0
faction_tolanites,cooccurs_with,person_hammer,2.0
faction_tolanites,cooccurs_with,person_henry,44.0
faction_tolanites,cooccurs_with,person_holly,2.0
faction_tolanites,cooccurs_with,person_idolus,2.0
faction_tolanites,cooccurs_with,person_jane,2.0
faction_tolanites,cooccurs_with,person_joram,8.0
faction_tolanites,cooccurs_with,person_katy,4.0
faction_tolanites,cooccurs_with,person_kavar,6.0
faction_tolanites,cooccurs_with,person_liacyne,2.0
faction_tolanites,cooccurs_with,person_liavarah,2.0
faction_tolanites,cooccurs_with,person_light,2.0
faction_tolanites,cooccurs_with,person_loris,2.0
faction_tolanites,cooccurs_with,person_luminia,14.0
faction_tolanites,cooccurs_with,person_macfeegle,2.0
faction_tolanites,cooccurs_with,person_makhala,12.0
faction_tolanites,cooccurs_with,person_mercy,2.0
faction_tolanites,cooccurs_with,person_moon,6.0
faction_tolanites,cooccurs_with,person_piers,18.0
faction_tolanites,cooccurs_with,person_poppy,2.0
faction_tolanites,cooccurs_with,person_rhys,22.0
faction_tolanites,cooccurs_with,person_ricardo,16.0
faction_tolanites,cooccurs_with,person_ronric,22.0
faction_tolanites,cooccurs_with,person_sala,4.0
faction_tolanites,cooccurs_with,person_saphira,4.0
faction_tolanites,cooccurs_with,person_shworn,16.0
faction_tolanites,cooccurs_with,person_tanzo,2.0
faction_tolanites,cooccurs_with,person_terry,20.0
faction_tolanites,cooccurs_with,person_tiber,2.0
faction_tolanites,cooccurs_with,person_todd,4.0
faction_tolanites,cooccurs_with,person_touya,2.0
faction_tolanites,cooccurs_with,person_unala,4.0
faction_tolanites,cooccurs_with,person_urgulk,6.0
faction_tolanites,cooccurs_with,person_victor,74.0
faction_tolanites,cooccurs_with,person_vyssa,12.0
faction_tolanites,cooccurs_with,place_crafthold,20.0
faction_tolanites,cooccurs_with,place_dhassa,14.0
faction_tolanites,cooccurs_with,place_elulind,12.0
faction_tolanites,cooccurs_with,place_elysia,30.0
faction_tolanites,cooccurs_with,place_jotunheim,2.0
faction_tolanites,cooccurs_with,place_stonehome,2.0
faction_tolanites,cooccurs_with,place_thurway,6.0
faction_tolanites,cooccurs_with,place_tolan,6.0
faction_tolanites,cooccurs_with,player_bysickle,6.0
faction_tolanites,cooccurs_with,player_crowe,6.0
faction_tolanites,cooccurs_with,player_kalina,8.0
faction_tolanites,cooccurs_with,player_phil,2.0
faction_tolanites,cooccurs_with,player_venric,4.0
org_academy,cooccurs_with,org_arcana,2.0
org_academy,cooccurs_with,org_iwtc,2.0
org_academy,cooccurs_with,org_king,16.0
org_academy,cooccurs_with,org_myconids,2.0
org_academy,cooccurs_with,org_party,2.0
org_academy,cooccurs_with,org_ravencrest,2.0
org_academy,cooccurs_with,person_alivyre,10.0
org_academy,cooccurs_with,person_aniya,2.0
org_academy,cooccurs_with,person_aren,4.0
org_academy,cooccurs_with,person_avarna,2.0
org_academy,cooccurs_with,person_baltael,4.0
org_academy,cooccurs_with,person_cara,4.0
org_academy,cooccurs_with,person_cergad,2.0
org_academy,cooccurs_with,person_clara,2.0
org_academy,cooccurs_with,person_credus,6.0
org_academy,cooccurs_with,person_cunai,4.0
org_academy,cooccurs_with,person_cursin,2.0
org_academy,cooccurs_with,person_darren,4.0
org_academy,cooccurs_with,person_elaris,2.0
org_academy,cooccurs_with,person_emily,2.0
org_academy,cooccurs_with,person_evaine,6.0
org_academy,cooccurs_with,person_faeryne,18.0
org_academy,cooccurs_with,person_fulbert,2.0
org_academy,cooccurs_with,person_gina,6.0
org_academy,cooccurs_with,person_henry,20.0
org_academy,cooccurs_with,person_holly,4.0
org_academy,cooccurs_with,person_jane,2.0
org_academy,cooccurs_with,person_jemmy,2.0
org_academy,cooccurs_with,person_joram,2.0
org_academy,cooccurs_with,person_katy,4.0
org_academy,cooccurs_with,person_kavar,2.0
org_academy,cooccurs_with,person_kluta,2.0
org_academy,cooccurs_with,person_liacyne,4.0
org_academy,cooccurs_with,person_liavarah,2.0
org_academy,cooccurs_with,person_light,2.0
org_academy,cooccurs_with,person_luminia,14.0
org_academy,cooccurs_with,person_makhala,2.0
org_academy,cooccurs_with,person_mercy,6.0
org_academy,cooccurs_with,person_mowser,2.0
org_academy,cooccurs_with,person_piers,16.0
org_academy,cooccurs_with,person_poppy,2.0
org_academy,cooccurs_with,person_rhys,10.0
org_academy,cooccurs_with,person_ricardo,6.0
org_academy,cooccurs_with,person_ronric,4.0
org_academy,cooccurs_with,person_sala,6.0
org_academy,cooccurs_with,person_saphira,6.0
org_academy,cooccurs_with,person_spike,2.0
org_academy,cooccurs_with,person_tanzo,4.0
org_academy,cooccurs_with,person_terry,8.0
org_academy,cooccurs_with,person_tiber,2.0
org_academy,cooccurs_with,person_unala,4.0
org_academy,cooccurs_with,person_urgulk,4.0
org_academy,cooccurs_with,person_victor,40.0
org_academy,cooccurs_with,person_vyssa,8.0
org_academy,cooccurs_with,person_zedna,2.0
org_academy,cooccurs_with,place_blackburn,2.0
org_academy,cooccurs_with,place_brightfields,2.0
org_academy,cooccurs_with,place_crafthold,16.0
org_academy,cooccurs_with,place_dhassa,2.0
org_academy,cooccurs_with,place_elulind,4.0
org_academy,cooccurs_with,place_elysia,20.0
org_academy,cooccurs_with,place_killeth,2.0
org_academy,cooccurs_with,place_tolan,2.0
org_academy,cooccurs_with,place_trollhills,2.0
org_academy,cooccurs_with,player_bysickle,2.0
org_academy,cooccurs_with,player_charis,4.0
org_academy,cooccurs_with,player_crowe,8.0
org_academy,cooccurs_with,player_kalina,8.0
org_academy,cooccurs_with,player_venric,4.0
org_arcana,cooccurs_with,org_myconids,2.0
org_arcana,cooccurs_with,org_party,2.0
org_arcana,cooccurs_with,org_spire,2.0
org_arcana,cooccurs_with,person_alivyre,6.0
org_arcana,cooccurs_with,person_aniya,4.0
org_arcana,cooccurs_with,person_aren,2.0
org_arcana,cooccurs_with,person_arthur,2.0
org_arcana,cooccurs_with,person_clara,2.0
org_arcana,cooccurs_with,person_credus,6.0
org_arcana,cooccurs_with,person_cunai,2.0
org_arcana,cooccurs_with,person_elaris,10.0
org_arcana,cooccurs_with,person_faeryne,8.0
org_arcana,cooccurs_with,person_holly,12.0
org_arcana,cooccurs_with,person_katy,12.0
org_arcana,cooccurs_with,person_kluta,6.0
org_arcana,cooccurs_with,person_liacyne,4.0
org_arcana,cooccurs_with,person_liavarah,2.0
org_arcana,cooccurs_with,person_light,2.0
org_arcana,cooccurs_with,person_luminia,8.0
org_arcana,cooccurs_with,person_mercy,2.0
org_arcana,cooccurs_with,person_moon,2.0
org_arcana,cooccurs_with,person_mowser,2.0
org_arcana,cooccurs_with,person_saphira,6.0
org_arcana,cooccurs_with,person_terry,2.0
org_arcana,cooccurs_with,person_unala,2.0
org_arcana,cooccurs_with,person_victor,4.0
org_arcana,cooccurs_with,person_zedna,6.0
org_arcana,cooccurs_with,place_crafthold,6.0
org_arcana,cooccurs_with,player_crowe,8.0
org_arcana,cooccurs_with,player_kalina,8.0
org_iwtc,cooccurs_with,org_king,2.0
org_iwtc,cooccurs_with,org_party,8.0
org_iwtc,cooccurs_with,org_spire,2.0
org_iwtc,cooccurs_with,org_wolfstream,2.0
org_iwtc,cooccurs_with,person_alivyre,8.0
org_iwtc,cooccurs_with,person_aniya,2.0
org_iwtc,cooccurs_with,person_azaar,2.0
org_iwtc,cooccurs_with,person_baltael,4.0
org_iwtc,cooccurs_with,person_bear,2.0
org_iwtc,cooccurs_with,person_beni,4.0
org_iwtc,cooccurs_with,person_bixley,2.0
org_iwtc,cooccurs_with,person_bloodaxe,4.0
org_iwtc,cooccurs_with,person_bre,4.0
org_iwtc,cooccurs_with,person_caldwell,2.0
org_iwtc,cooccurs_with,person_cara,2.0
org_iwtc,cooccurs_with,person_cergad,2.0
org_iwtc,cooccurs_with,person_clara,2.0
org_iwtc,cooccurs_with,person_claw,2.0
org_iwtc,cooccurs_with,person_connor,2.0
org_iwtc,cooccurs_with,person_cunai,2.0
org_iwtc,cooccurs_with,person_dakgorim,2.0
org_iwtc,cooccurs_with,person_darren,4.0
org_iwtc,cooccurs_with,person_david_bowie,2.0
org_iwtc,cooccurs_with,person_david_herder,2.0
org_iwtc,cooccurs_with,person_drib,4.0
org_iwtc,cooccurs_with,person_edda,2.0
org_iwtc,cooccurs_with,person_eghad,2.0
org_iwtc,cooccurs_with,person_elaris,2.0
org_iwtc,cooccurs_with,person_emily,2.0
org_iwtc,cooccurs_with,person_faeryne,8.0
org_iwtc,cooccurs_with,person_fritz,2.0
org_iwtc,cooccurs_with,person_fulbert,2.0
org_iwtc,cooccurs_with,person_garrick,2.0
org_iwtc,cooccurs_with,person_hammer,2.0
org_iwtc,cooccurs_with,person_henry,10.0
org_iwtc,cooccurs_with,person_holly,2.0
org_iwtc,cooccurs_with,person_idolus,2.0
org_iwtc,cooccurs_with,person_jane,4.0
org_iwtc,cooccurs_with,person_jemmy,4.0
org_iwtc,cooccurs_with,person_kaitlyn,2.0
org_iwtc,cooccurs_with,person_katy,2.0
org_iwtc,cooccurs_with,person_liacyne,6.0
org_iwtc,cooccurs_with,person_liavarah,8.0
org_iwtc,cooccurs_with,person_light,2.0
org_iwtc,cooccurs_with,person_luminia,2.0
org_iwtc,cooccurs_with,person_mercy,8.0
org_iwtc,cooccurs_with,person_mowser,2.0
org_iwtc,cooccurs_with,person_newberry,2.0
org_iwtc,cooccurs_with,person_piers,6.0
org_iwtc,cooccurs_with,person_poppy,2.0
org_iwtc,cooccurs_with,person_sala,4.0
org_iwtc,cooccurs_with,person_saphira,2.0
org_iwtc,cooccurs_with,person_shargaas,2.0
org_iwtc,cooccurs_with,person_shworn,4.0
org_iwtc,cooccurs_with,person_soren,4.0
org_iwtc,cooccurs_with,person_spike,4.0
org_iwtc,cooccurs_with,person_tanzo,8.0
org_iwtc,cooccurs_with,person_terry,2.0
org_iwtc,cooccurs_with,person_unala,4.0
org_iwtc,cooccurs_with,person_urgulk,8.0
org_iwtc,cooccurs_with,person_victor,6.0
org_iwtc,cooccurs_with,place_blackburn,2.0
org_iwtc,cooccurs_with,place_blackwood,2.0
org_iwtc,cooccurs_with,place_brechin,2.0
org_iwtc,cooccurs_with,place_brightfields,4.0
org_iwtc,cooccurs_with,place_crafthold,12.0
org_iwtc,cooccurs_with,place_dhassa,2.0
org_iwtc,cooccurs_with,place_druwen,2.0
org_iwtc,cooccurs_with,place_elysia,2.0
org_iwtc,cooccurs_with,place_guldrur,4.0
org_iwtc,cooccurs_with,place_rarmal,4.0
org_iwtc,cooccurs_with,place_stonehome,4.0
org_iwtc,cooccurs_with,place_trollhills,2.0
org_iwtc,cooccurs_with,place_wolfstream,2.0
org_iwtc,cooccurs_with,player_bysickle,6.0
org_iwtc,cooccurs_with,player_crowe,6.0
org_iwtc,cooccurs_with,player_kalina,6.0
org_iwtc,cooccurs_with,player_venric,4.0
org_king,cooccurs_with,org_kirchefyre,2.0
org_king,cooccurs_with,org_myconids,4.0
org_king,cooccurs_with,org_party,24.0
org_king,cooccurs_with,org_ravencrest,10.0
org_king,cooccurs_with,org_wolfstream,30.0
org_king,cooccurs_with,person_alivyre,40.0
org_king,cooccurs_with,person_anthony,4.0
org_king,cooccurs_with,person_aren,20.0
org_king,cooccurs_with,person_avarna,10.0
org_king,cooccurs_with,person_azaar,2.0
org_king,cooccurs_with,person_baltael,4.0
org_king,cooccurs_with,person_bear,2.0
org_king,cooccurs_with,person_bixley,2.0
org_king,cooccurs_with,person_bloodaxe,2.0
org_king,cooccurs_with,person_braydon,4.0
org_king,cooccurs_with,person_bre,6.0
org_king,cooccurs_with,person_brigitte,8.0
org_king,cooccurs_with,person_caldwell,14.0
org_king,cooccurs_with,person_cara,4.0
org_king,cooccurs_with,person_clara,4.0
org_king,cooccurs_with,person_credus,10.0
org_king,cooccurs_with,person_cullen,12.0
org_king,cooccurs_with,person_cursin,4.0
org_king,cooccurs_with,person_dakgorim,6.0
org_king,cooccurs_with,person_darren,6.0
org_king,cooccurs_with,person_edda,2.0
org_king,cooccurs_with,person_eghad,2.0
org_king,cooccurs_with,person_eira,2.0
org_king,cooccurs_with,person_emily,2.0
org_king,cooccurs_with,person_evaine,4.0
org_king,cooccurs_with,person_faeryne,32.0
org_king,cooccurs_with,person_fulbert,6.0
org_king,cooccurs_with,person_garrick,4.0
org_king,cooccurs_with,person_gina,12.0
org_king,cooccurs_with,person_grace,2.0
org_king,cooccurs_with,person_hadar,4.0
org_king,cooccurs_with,person_haldane,2.0
org_king,cooccurs_with,person_henry,58.0
org_king,cooccurs_with,person_idolus,2.0
org_king,cooccurs_with,person_jane,4.0
org_king,cooccurs_with,person_joram,6.0
org_king,cooccurs_with,person_kaedra,2.0
org_king,cooccurs_with,person_kavar,8.0
org_king,cooccurs_with,person_kir,4.0
org_king,cooccurs_with,person_liacyne,6.0
org_king,cooccurs_with,person_liavarah,8.0
org_king,cooccurs_with,person_loris,6.0
org_king,cooccurs_with,person_luminia,28.0
org_king,cooccurs_with,person_macfeegle,2.0
org_king,cooccurs_with,person_makhala,2.0
org_king,cooccurs_with,person_mercy,10.0
org_king,cooccurs_with,person_moon,2.0
org_king,cooccurs_with,person_newberry,18.0
org_king,cooccurs_with,person_norris,2.0
org_king,cooccurs_with,person_piers,6.0
org_king,cooccurs_with,person_poppy,2.0
org_king,cooccurs_with,person_rhys,14.0
org_king,cooccurs_with,person_ricardo,8.0
org_king,cooccurs_with,person_ronric,16.0
org_king,cooccurs_with,person_sala,6.0
org_king,cooccurs_with,person_saphira,6.0
org_king,cooccurs_with,person_shworn,16.0
org_king,cooccurs_with,person_soren,6.0
org_king,cooccurs_with,person_tanzo,4.0
org_king,cooccurs_with,person_terry,12.0
org_king,cooccurs_with,person_tiber,2.0
org_king,cooccurs_with,person_todd,2.0
org_king,cooccurs_with,person_torchholder,4.0
org_king,cooccurs_with,person_touya,2.0
org_king,cooccurs_with,person_unala,8.0
org_king,cooccurs_with,person_urgulk,4.0
org_king,cooccurs_with,person_victor,70.0
org_king,cooccurs_with,person_vyssa,12.0
org_king,cooccurs_with,place_blackburn,2.0
org_king,cooccurs_with,place_blackwood,4.0
org_king,cooccurs_with,place_brechin,4.0
org_king,cooccurs_with,place_brightfields,4.0
org_king,cooccurs_with,place_cameth,2.0
org_king,cooccurs_with,place_crafthold,40.0
org_king,cooccurs_with,place_dereham,2.0
org_king,cooccurs_with,place_dhassa,22.0
org_king,cooccurs_with,place_druwen,4.0
org_king,cooccurs_with,place_elulind,20.0
org_king,cooccurs_with,place_elysia,36.0
org_king,cooccurs_with,place_elysian,4.0
org_king,cooccurs_with,place_guldrur,8.0
org_king,cooccurs_with,place_jotunheim,2.0
org_king,cooccurs_with,place_killeth,4.0
org_king,cooccurs_with,place_monadh_mor,2.0
org_king,cooccurs_with,place_northbend,8.0
org_king,cooccurs_with,place_rarmal,6.0
org_king,cooccurs_with,place_stonehome,6.0
org_king,cooccurs_with,place_thurway,10.0
org_king,cooccurs_with,place_tolan,6.0
org_king,cooccurs_with,place_torenth,6.0
org_king,cooccurs_with,place_trollhills,2.0
org_king,cooccurs_with,place_wolfstream,10.0
org_king,cooccurs_with,player_bysickle,14.0
org_king,cooccurs_with,player_charis,2.0
org_king,cooccurs_with,player_crowe,14.0
org_king,cooccurs_with,player_kalina,16.0
org_king,cooccurs_with,player_phil,2.0
org_king,cooccurs_with,player_venric,10.0
org_kirchefyre,cooccurs_with,org_party,2.0
org_kirchefyre,cooccurs_with,org_wolfstream,2.0
org_kirchefyre,cooccurs_with,person_eghad,2.0
org_kirchefyre,cooccurs_with,person_henry,2.0
org_kirchefyre,cooccurs_with,person_loris,2.0
org_kirchefyre,cooccurs_with,place_blackburn,2.0
org_kirchefyre,cooccurs_with,place_blackwood,2.0
org_kirchefyre,cooccurs_with,place_brechin,2.0
org_kirchefyre,cooccurs_with,place_brightfields,2.0
org_kirchefyre,cooccurs_with,place_cameth,2.0
org_kirchefyre,cooccurs_with,place_crafthold,2.0
org_kirchefyre,cooccurs_with,place_dereham,2.0
org_kirchefyre,cooccurs_with,place_dhassa,2.0
org_kirchefyre,cooccurs_with,place_druwen,2.0
org_kirchefyre,cooccurs_with,place_elulind,2.0
org_kirchefyre,cooccurs_with,place_elysia,2.0
org_kirchefyre,cooccurs_with,place_guldrur,2.0
org_kirchefyre,cooccurs_with,place_jotunheim,2.0
org_kirchefyre,cooccurs_with,place_killeth,2.0
org_kirchefyre,cooccurs_with,place_monadh_mor,2.0
org_kirchefyre,cooccurs_with,place_northbend,2.0
org_kirchefyre,cooccurs_with,place_rarmal,2.0
org_kirchefyre,cooccurs_with,place_stonehome,2.0
org_kirchefyre,cooccurs_with,place_thurway,2.0
org_kirchefyre,cooccurs_with,place_tolan,2.0
org_kirchefyre,cooccurs_with,place_torenth,2.0
org_kirchefyre,cooccurs_with,place_trollhills,2.0
org_kirchefyre,cooccurs_with,place_wolfstream,2.0
org_myconids,cooccurs_with,org_party,24.0
org_myconids,cooccurs_with,org_ravencrest,2.0
org_myconids,cooccurs_with,org_wolfstream,8.0
org_myconids,cooccurs_with,person_alivyre,16.0
org_myconids,cooccurs_with,person_aniya,10.0
org_myconids,cooccurs_with,person_aren,2.0
org_myconids,cooccurs_with,person_arthur,2.0
org_myconids,cooccurs_with,person_bear,4.0
org_myconids,cooccurs_with,person_beni,2.0
org_myconids,cooccurs_with,person_bixley,4.0
org_myconids,cooccurs_with,person_braydon,2.0
org_myconids,cooccurs_with,person_bre,6.0
org_myconids,cooccurs_with,person_caldwell,2.0
org_myconids,cooccurs_with,person_cara,6.0
org_myconids,cooccurs_with,person_cergad,4.0
org_myconids,cooccurs_with,person_chuck,4.0
org_myconids,cooccurs_with,person_clara,4.0
org_myconids,cooccurs_with,person_claw,2.0
org_myconids,cooccurs_with,person_credus,12.0
org_myconids,cooccurs_with,person_cursin,8.0
org_myconids,cooccurs_with,person_darren,4.0
org_myconids,cooccurs_with,person_david_bowie,2.0
org_myconids,cooccurs_with,person_drib,2.0
org_myconids,cooccurs_with,person_edda,2.0
org_myconids,cooccurs_with,person_elaris,6.0
org_myconids,cooccurs_with,person_faeryne,16.0
org_myconids,cooccurs_with,person_fritz,2.0
org_myconids,cooccurs_with,person_fulbert,12.0
org_myconids,cooccurs_with,person_grace,2.0
org_myconids,cooccurs_with,person_hammer,2.0
org_myconids,cooccurs_with,person_henry,20.0
org_myconids,cooccurs_with,person_holly,6.0
org_myconids,cooccurs_with,person_idolus,2.0
org_myconids,cooccurs_with,person_jane,24.0
org_myconids,cooccurs_with,person_katy,6.0
org_myconids,cooccurs_with,person_kir,4.0
org_myconids,cooccurs_with,person_liacyne,10.0
org_myconids,cooccurs_with,person_liavarah,10.0
org_myconids,cooccurs_with,person_light,8.0
org_myconids,cooccurs_with,person_luminia,14.0
org_myconids,cooccurs_with,person_mercy,18.0
org_myconids,cooccurs_with,person_moon,2.0
org_myconids,cooccurs_with,person_newberry,2.0
org_myconids,cooccurs_with,person_poppy,8.0
org_myconids,cooccurs_with,person_sala,10.0
org_myconids,cooccurs_with,person_saphira,8.0
org_myconids,cooccurs_with,person_shargaas,2.0
org_myconids,cooccurs_with,person_shworn,2.0
org_myconids,cooccurs_with,person_soren,4.0
org_myconids,cooccurs_with,person_tanzo,16.0
org_myconids,cooccurs_with,person_terry,2.0
org_myconids,cooccurs_with,person_tiber,2.0
org_myconids,cooccurs_with,person_touya,4.0
org_myconids,cooccurs_with,person_unala,4.0
org_myconids,cooccurs_with,person_urgulk,10.0
org_myconids,cooccurs_with,person_victor,14.0
org_myconids,cooccurs_with,place_blackburn,4.0
org_myconids,cooccurs_with,place_brightfields,4.0
org_myconids,cooccurs_with,place_crafthold,22.0
org_myconids,cooccurs_with,place_dhassa,4.0
org_myconids,cooccurs_with,place_druwen,2.0
org_myconids,cooccurs_with,place_elysia,2.0
org_myconids,cooccurs_with,place_killeth,2.0
org_myconids,cooccurs_with,place_rarmal,2.0
org_myconids,cooccurs_with,place_stonehome,4.0
org_myconids,cooccurs_with,place_thurway,4.0
org_myconids,cooccurs_with,place_wolfstream,2.0
org_myconids,cooccurs_with,player_bysickle,12.0
org_myconids,cooccurs_with,player_crowe,12.0
org_myconids,cooccurs_with,player_kalina,12.0
org_myconids,cooccurs_with,player_venric,8.0
org_myconids,cooccurs_with,ref_kwalish,2.0
org_party,cooccurs_with,org_ravencrest,10.0
org_party,cooccurs_with,org_spire,16.0
org_party,cooccurs_with,org_wolfstream,72.0
org_party,cooccurs_with,person_alivyre,164.0
org_party,cooccurs_with,person_aniya,26.0
org_party,cooccurs_with,person_aren,30.0
org_party,cooccurs_with,person_arthur,2.0
org_party,cooccurs_with,person_avarna,8.0
org_party,cooccurs_with,person_azaar,10.0
org_party,cooccurs_with,person_baltael,8.0
org_party,cooccurs_with,person_bear,46.0
org_party,cooccurs_with,person_bella,10.0
org_party,cooccurs_with,person_beni,20.0
org_party,cooccurs_with,person_bixley,10.0
org_party,cooccurs_with,person_bloodaxe,8.0
org_party,cooccurs_with,person_braydon,8.0
org_party,cooccurs_with,person_bre,98.0
org_party,cooccurs_with,person_brigitte,4.0
org_party,cooccurs_with,person_caldwell,12.0
org_party,cooccurs_with,person_cara,10.0
org_party,cooccurs_with,person_cergad,30.0
org_party,cooccurs_with,person_chuck,4.0
org_party,cooccurs_with,person_clara,10.0
org_party,cooccurs_with,person_claw,10.0
org_party,cooccurs_with,person_connor,6.0
org_party,cooccurs_with,person_credus,70.0
org_party,cooccurs_with,person_cullen,6.0
org_party,cooccurs_with,person_cunai,6.0
org_party,cooccurs_with,person_cursin,10.0
org_party,cooccurs_with,person_dakgorim,10.0
org_party,cooccurs_with,person_darren,26.0
org_party,cooccurs_with,person_david_bowie,6.0
org_party,cooccurs_with,person_david_herder,2.0
org_party,cooccurs_with,person_drib,32.0
org_party,cooccurs_with,person_eardwulf,4.0
org_party,cooccurs_with,person_edda,6.0
org_party,cooccurs_with,person_eghad,22.0
org_party,cooccurs_with,person_eira,2.0
org_party,cooccurs_with,person_elaris,14.0
org_party,cooccurs_with,person_elias,10.0
org_party,cooccurs_with,person_emily,2.0
org_party,cooccurs_with,person_evaine,10.0
org_party,cooccurs_with,person_faeryne,194.0
org_party,cooccurs_with,person_fritz,6.0
org_party,cooccurs_with,person_fulbert,30.0
org_party,cooccurs_with,person_garrick,14.0
org_party,cooccurs_with,person_gina,2.0
org_party,cooccurs_with,person_grace,4.0
org_party,cooccurs_with,person_hadar,18.0
org_party,cooccurs_with,person_hammer,14.0
org_party,cooccurs_with,person_henry,184.0
org_party,cooccurs_with,person_holly,16.0
org_party,cooccurs_with,person_idolus,16.0
org_party,cooccurs_with,person_jane,72.0
org_party,cooccurs_with,person_jemmy,36.0
org_party,cooccurs_with,person_joram,6.0
org_party,cooccurs_with,person_kaedra,2.0
org_party,cooccurs_with,person_kaitlyn,8.0
org_party,cooccurs_with,person_katy,20.0
org_party,cooccurs_with,person_kavar,16.0
org_party,cooccurs_with,person_kir,4.0
org_party,cooccurs_with,person_kluta,2.0
org_party,cooccurs_with,person_liacyne,60.0
org_party,cooccurs_with,person_liavarah,58.0
org_party,cooccurs_with,person_light,44.0
org_party,cooccurs_with,person_loris,2.0
org_party,cooccurs_with,person_luminia,112.0
org_party,cooccurs_with,person_macfeegle,2.0
org_party,cooccurs_with,person_makhala,4.0
org_party,cooccurs_with,person_melba,6.0
org_party,cooccurs_with,person_mercy,56.0
org_party,cooccurs_with,person_moon,8.0
org_party,cooccurs_with,person_mowser,6.0
org_party,cooccurs_with,person_newberry,14.0
org_party,cooccurs_with,person_norris,4.0
org_party,cooccurs_with,person_piers,14.0
org_party,cooccurs_with,person_poppy,24.0
org_party,cooccurs_with,person_rhys,8.0
org_party,cooccurs_with,person_ricardo,4.0
org_party,cooccurs_with,person_ronric,4.0
org_party,cooccurs_with,person_sala,34.0
org_party,cooccurs_with,person_saphira,24.0
org_party,cooccurs_with,person_shargaas,14.0
org_party,cooccurs_with,person_shworn,32.0
org_party,cooccurs_with,person_soren,24.0
org_party,cooccurs_with,person_spike,16.0
org_party,cooccurs_with,person_tanzo,88.0
org_party,cooccurs_with,person_tawyn,2.0
org_party,cooccurs_with,person_terry,32.0
org_party,cooccurs_with,person_tiber,6.0
org_party,cooccurs_with,person_todd,2.0
org_party,cooccurs_with,person_touya,8.0
org_party,cooccurs_with,person_unala,88.0
org_party,cooccurs_with,person_urgulk,46.0
org_party,cooccurs_with,person_victor,66.0
org_party,cooccurs_with,person_warhammer,8.0
org_party,cooccurs_with,person_zedna,2.0
org_party,cooccurs_with,place_blackburn,40.0
org_party,cooccurs_with,place_blackwood,6.0
org_party,cooccurs_with,place_brechin,6.0
org_party,cooccurs_with,place_brightfields,50.0
org_party,cooccurs_with,place_cameth,8.0
org_party,cooccurs_with,place_cliffborough,6.0
org_party,cooccurs_with,place_crafthold,148.0
org_party,cooccurs_with,place_dereham,6.0
org_party,cooccurs_with,place_dhassa,36.0
org_party,cooccurs_with,place_druwen,14.0
org_party,cooccurs_with,place_elulind,12.0
org_party,cooccurs_with,place_elysia,20.0
org_party,cooccurs_with,place_guldrur,26.0
org_party,cooccurs_with,place_jotunheim,6.0
org_party,cooccurs_with,place_killeth,14.0
org_party,cooccurs_with,place_monadh_mor,4.0
org_party,cooccurs_with,place_northbend,14.0
org_party,cooccurs_with,place_rarmal,20.0
org_party,cooccurs_with,place_stonehome,22.0
org_party,cooccurs_with,place_thurway,14.0
org_party,cooccurs_with,place_tolan,4.0
org_party,cooccurs_with,place_torenth,8.0
org_party,cooccurs_with,place_trollhills,24.0
org_party,cooccurs_with,place_wolfstream,16.0
org_party,cooccurs_with,player_bysickle,46.0
org_party,cooccurs_with,player_charis,8.0
org_party,cooccurs_with,player_crowe,54.0
org_party,cooccurs_with,player_kalina,54.0
org_party,cooccurs_with,player_spartan,6.0
org_party,cooccurs_with,player_venric,34.0
org_party,cooccurs_with,ref_kwalish,2.0
org_ravencrest,cooccurs_with,person_alivyre,16.0
org_ravencrest,cooccurs_with,person_anthony,2.0
org_ravencrest,cooccurs_with,person_aren,6.0
org_ravencrest,cooccurs_with,person_avarna,10.0
org_ravencrest,cooccurs_with,person_bixley,2.0
org_ravencrest,cooccurs_with,person_braydon,8.0
org_ravencrest,cooccurs_with,person_credus,6.0
org_ravencrest,cooccurs_with,person_cullen,4.0
org_ravencrest,cooccurs_with,person_faeryne,14.0
org_ravencrest,cooccurs_with,person_fenrir,2.0
org_ravencrest,cooccurs_with,person_henry,22.0
org_ravencrest,cooccurs_with,person_jane,4.0
org_ravencrest,cooccurs_with,person_kavar,6.0
org_ravencrest,cooccurs_with,person_kir,2.0
org_ravencrest,cooccurs_with,person_liavarah,2.0
org_ravencrest,cooccurs_with,person_loris,6.0
org_ravencrest,cooccurs_with,person_luminia,12.0
org_ravencrest,cooccurs_with,person_mercy,2.0
