subject,predicate,object,weight
loc_dhassa,cooccurs_with,loc_dhassa_castle,1.0
loc_dhassa,cooccurs_with,loc_druwen,3.0
loc_dhassa,cooccurs_with,loc_elulind,5.0
loc_dhassa,cooccurs_with,loc_elysia,8.0
loc_dhassa,cooccurs_with,loc_eth_aldur,4.0
loc_dhassa,cooccurs_with,loc_guldrur,4.0
loc_dhassa,cooccurs_with,loc_jotunheim,3.0
loc_dhassa,cooccurs_with,loc_killeth,7.0
loc_dhassa,cooccurs_with,loc_monadh_mor,2.0
loc_dhassa,cooccurs_with,loc_northbend,2.0
loc_dhassa,cooccurs_with,loc_rarmal,4.0
loc_dhassa,cooccurs_with,loc_stonehome,5.0
loc_dhassa,cooccurs_with,loc_thurway,8.0
loc_dhassa,cooccurs_with,loc_tolan,2.0
loc_dhassa,cooccurs_with,loc_torenth,4.0
loc_dhassa,cooccurs_with,loc_trollhills,3.0
loc_dhassa,cooccurs_with,loc_wolfstream,4.0
loc_dhassa,cooccurs_with,org_academy_elysia,1.0
loc_dhassa,cooccurs_with,org_diamond,6.0
loc_dhassa,cooccurs_with,org_hands,10.0
loc_dhassa,cooccurs_with,org_iwtc,1.0
loc_dhassa,cooccurs_with,org_jackals,1.0
loc_dhassa,cooccurs_with,org_michaeline,1.0
loc_dhassa,cooccurs_with,org_myconids,1.0
loc_dhassa,cooccurs_with,org_ravencrest,9.0
loc_dhassa,cooccurs_with,org_remedy,6.0
loc_dhassa,cooccurs_with,org_sleepsong,5.0
loc_dhassa,cooccurs_with,pers_abram,3.0
loc_dhassa,cooccurs_with,pers_alivyre,19.0
loc_dhassa,cooccurs_with,pers_aniya,1.0
loc_dhassa,cooccurs_with,pers_anthony,1.0
loc_dhassa,cooccurs_with,pers_aren,6.0
loc_dhassa,cooccurs_with,pers_avarna,8.0
loc_dhassa,cooccurs_with,pers_azaar,1.0
loc_dhassa,cooccurs_with,pers_baltael,1.0
loc_dhassa,cooccurs_with,pers_bear,3.0
loc_dhassa,cooccurs_with,pers_beni,1.0
loc_dhassa,cooccurs_with,pers_bill_harrington,2.0
loc_dhassa,cooccurs_with,pers_bixley,1.0
loc_dhassa,cooccurs_with,pers_braydon,4.0
loc_dhassa,cooccurs_with,pers_bre,3.0
loc_dhassa,cooccurs_with,pers_caldwell,2.0
loc_dhassa,cooccurs_with,pers_cara,1.0
loc_dhassa,cooccurs_with,pers_chuck,1.0
loc_dhassa,cooccurs_with,pers_clara,1.0
loc_dhassa,cooccurs_with,pers_credus,7.0
loc_dhassa,cooccurs_with,pers_cullen,3.0
loc_dhassa,cooccurs_with,pers_cursin,2.0
loc_dhassa,cooccurs_with,pers_dakgorim,1.0
loc_dhassa,cooccurs_with,pers_darren,1.0
loc_dhassa,cooccurs_with,pers_drib,1.0
loc_dhassa,cooccurs_with,pers_eardwulf,1.0
loc_dhassa,cooccurs_with,pers_edda,1.0
loc_dhassa,cooccurs_with,pers_eghad,2.0
loc_dhassa,cooccurs_with,pers_elias,2.0
loc_dhassa,cooccurs_with,pers_evaine,1.0
loc_dhassa,cooccurs_with,pers_faeryne,21.0
loc_dhassa,cooccurs_with,pers_fenrir,2.0
loc_dhassa,cooccurs_with,pers_fulbert,3.0
loc_dhassa,cooccurs_with,pers_garrick,1.0
loc_dhassa,cooccurs_with,pers_gerard,1.0
loc_dhassa,cooccurs_with,pers_hadar,2.0
loc_dhassa,cooccurs_with,pers_henry,31.0
loc_dhassa,cooccurs_with,pers_idolus,1.0
loc_dhassa,cooccurs_with,pers_jane,2.0
loc_dhassa,cooccurs_with,pers_joram,1.0
loc_dhassa,cooccurs_with,pers_kaitlyn,2.0
loc_dhassa,cooccurs_with,pers_katy,1.0
loc_dhassa,cooccurs_with,pers_kavar,8.0
loc_dhassa,cooccurs_with,pers_kir,2.0
loc_dhassa,cooccurs_with,pers_liacyne,1.0
loc_dhassa,cooccurs_with,pers_liavarah,5.0
loc_dhassa,cooccurs_with,pers_light,1.0
loc_dhassa,cooccurs_with,pers_loris,3.0
loc_dhassa,cooccurs_with,pers_lou,3.0
loc_dhassa,cooccurs_with,pers_luminia,13.0
loc_dhassa,cooccurs_with,pers_macfeegle,1.0
loc_dhassa,cooccurs_with,pers_makhala,1.0
loc_dhassa,cooccurs_with,pers_melba,1.0
loc_dhassa,cooccurs_with,pers_mercy,4.0
loc_dhassa,cooccurs_with,pers_moon,2.0
loc_dhassa,cooccurs_with,pers_newberry,2.0
loc_dhassa,cooccurs_with,pers_nolan,2.0
loc_dhassa,cooccurs_with,pers_piers,4.0
loc_dhassa,cooccurs_with,pers_poppy,2.0
loc_dhassa,cooccurs_with,pers_rhys,3.0
loc_dhassa,cooccurs_with,pers_ricardo,4.0
loc_dhassa,cooccurs_with,pers_roland,3.0
loc_dhassa,cooccurs_with,pers_sala,5.0
loc_dhassa,cooccurs_with,pers_saphira,2.0
loc_dhassa,cooccurs_with,pers_shworn,12.0
loc_dhassa,cooccurs_with,pers_soren,4.0
loc_dhassa,cooccurs_with,pers_tanzo,1.0
loc_dhassa,cooccurs_with,pers_terry,8.0
loc_dhassa,cooccurs_with,pers_tiber,2.0
loc_dhassa,cooccurs_with,pers_torchholder,1.0
loc_dhassa,cooccurs_with,pers_touya,2.0
loc_dhassa,cooccurs_with,pers_towne,2.0
loc_dhassa,cooccurs_with,pers_unala,4.0
loc_dhassa,cooccurs_with,pers_ungagh_bloodaxe,1.0
loc_dhassa,cooccurs_with,pers_urgulk,5.0
loc_dhassa,cooccurs_with,pers_victor,18.0
loc_dhassa,cooccurs_with,pers_vyssa,1.0
loc_dhassa,cooccurs_with,pers_zohra,1.0
loc_dhassa,cooccurs_with,play_bysickle,12.0
loc_dhassa,cooccurs_with,play_crowe,7.0
loc_dhassa,cooccurs_with,play_kalina,9.0
loc_dhassa,cooccurs_with,play_phil,1.0
loc_dhassa,cooccurs_with,play_venric,5.0
loc_dhassa_castle,cooccurs_with,loc_elulind,1.0
loc_dhassa_castle,cooccurs_with,loc_elysia,1.0
loc_dhassa_castle,cooccurs_with,loc_killeth,1.0
loc_dhassa_castle,cooccurs_with,loc_torenth,1.0
loc_dhassa_castle,cooccurs_with,org_ravencrest,1.0
loc_dhassa_castle,cooccurs_with,pers_abram,1.0
loc_dhassa_castle,cooccurs_with,pers_alivyre,1.0
loc_dhassa_castle,cooccurs_with,pers_anthony,1.0
loc_dhassa_castle,cooccurs_with,pers_avarna,1.0
loc_dhassa_castle,cooccurs_with,pers_bill_harrington,1.0
loc_dhassa_castle,cooccurs_with,pers_braydon,1.0
loc_dhassa_castle,cooccurs_with,pers_credus,1.0
loc_dhassa_castle,cooccurs_with,pers_cullen,1.0
loc_dhassa_castle,cooccurs_with,pers_eira,1.0
loc_dhassa_castle,cooccurs_with,pers_faeryne,1.0
loc_dhassa_castle,cooccurs_with,pers_fenrir,1.0
loc_dhassa_castle,cooccurs_with,pers_gerard,1.0
loc_dhassa_castle,cooccurs_with,pers_henry,2.0
loc_dhassa_castle,cooccurs_with,pers_loris,2.0
loc_dhassa_castle,cooccurs_with,pers_lou,1.0
loc_dhassa_castle,cooccurs_with,pers_nolan,1.0
loc_dhassa_castle,cooccurs_with,pers_roland,1.0
loc_dhassa_castle,cooccurs_with,pers_shworn,2.0
loc_dhassa_castle,cooccurs_with,pers_terry,1.0
loc_dhassa_castle,cooccurs_with,pers_torchholder,1.0
loc_dhassa_castle,cooccurs_with,pers_towne,1.0
loc_dhassa_castle,cooccurs_with,pers_victor,1.0
loc_dhassa_castle,cooccurs_with,pers_warin,1.0
loc_druwen,cooccurs_with,loc_elulind,3.0
loc_druwen,cooccurs_with,loc_elysia,2.0
loc_druwen,cooccurs_with,loc_eth_aldur,2.0
loc_druwen,cooccurs_with,loc_guldrur,3.0
loc_druwen,cooccurs_with,loc_jotunheim,2.0
loc_druwen,cooccurs_with,loc_killeth,2.0
loc_druwen,cooccurs_with,loc_monadh_mor,2.0
loc_druwen,cooccurs_with,loc_northbend,2.0
loc_druwen,cooccurs_with,loc_rarmal,4.0
loc_druwen,cooccurs_with,loc_stonehome,4.0
loc_druwen,cooccurs_with,loc_thurway,2.0
loc_druwen,cooccurs_with,loc_tolan,2.0
loc_druwen,cooccurs_with,loc_torenth,2.0
loc_druwen,cooccurs_with,loc_trollhills,2.0
loc_druwen,cooccurs_with,loc_wolfstream,4.0
loc_druwen,cooccurs_with,org_cavekeepers,1.0
loc_druwen,cooccurs_with,org_iwtc,1.0
loc_druwen,cooccurs_with,org_jackals,1.0
loc_druwen,cooccurs_with,org_sleepsong,1.0
loc_druwen,cooccurs_with,pers_alivyre,2.0
loc_druwen,cooccurs_with,pers_aniya,1.0
loc_druwen,cooccurs_with,pers_baltael,1.0
loc_druwen,cooccurs_with,pers_bear,1.0
loc_druwen,cooccurs_with,pers_beni,1.0
loc_druwen,cooccurs_with,pers_bixley,1.0
loc_druwen,cooccurs_with,pers_bre,2.0
loc_druwen,cooccurs_with,pers_caldwell,1.0
loc_druwen,cooccurs_with,pers_cara,1.0
loc_druwen,cooccurs_with,pers_credus,1.0
loc_druwen,cooccurs_with,pers_david_bowie,1.0
loc_druwen,cooccurs_with,pers_drib,1.0
loc_druwen,cooccurs_with,pers_eghad,2.0
loc_druwen,cooccurs_with,pers_elias,1.0
loc_druwen,cooccurs_with,pers_faeryne,5.0
loc_druwen,cooccurs_with,pers_goren,1.0
loc_druwen,cooccurs_with,pers_gremze,1.0
loc_druwen,cooccurs_with,pers_henry,6.0
loc_druwen,cooccurs_with,pers_kavar,1.0
loc_druwen,cooccurs_with,pers_kendel,1.0
loc_druwen,cooccurs_with,pers_liacyne,2.0
loc_druwen,cooccurs_with,pers_liavarah,2.0
loc_druwen,cooccurs_with,pers_luminia,2.0
loc_druwen,cooccurs_with,pers_mercy,2.0
loc_druwen,cooccurs_with,pers_soren,2.0
loc_druwen,cooccurs_with,pers_tanzo,2.0
loc_druwen,cooccurs_with,pers_ungagh_bloodaxe,1.0
loc_druwen,cooccurs_with,pers_urgulk,2.0
loc_druwen,cooccurs_with,pers_victor,1.0
loc_druwen,cooccurs_with,pers_ylola,1.0
loc_druwen,cooccurs_with,pers_zanlen,1.0
loc_elulind,cooccurs_with,loc_elysia,7.0
loc_elulind,cooccurs_with,loc_eth_aldur,2.0
loc_elulind,cooccurs_with,loc_guldrur,2.0
loc_elulind,cooccurs_with,loc_jotunheim,2.0
loc_elulind,cooccurs_with,loc_killeth,2.0
loc_elulind,cooccurs_with,loc_monadh_mor,2.0
loc_elulind,cooccurs_with,loc_northbend,3.0
loc_elulind,cooccurs_with,loc_rarmal,2.0
loc_elulind,cooccurs_with,loc_stonehome,2.0
loc_elulind,cooccurs_with,loc_thurway,2.0
loc_elulind,cooccurs_with,loc_tolan,8.0
loc_elulind,cooccurs_with,loc_torenth,2.0
loc_elulind,cooccurs_with,loc_trollhills,2.0
loc_elulind,cooccurs_with,loc_wolfstream,3.0
loc_elulind,cooccurs_with,org_academy_elysia,2.0
loc_elulind,cooccurs_with,org_diamond,1.0
loc_elulind,cooccurs_with,org_elulind_army,1.0
loc_elulind,cooccurs_with,org_halverin,1.0
loc_elulind,cooccurs_with,org_hands,2.0
loc_elulind,cooccurs_with,org_michaeline,2.0
loc_elulind,cooccurs_with,org_orcs,1.0
loc_elulind,cooccurs_with,org_ravencrest,2.0
loc_elulind,cooccurs_with,org_remedy,5.0
loc_elulind,cooccurs_with,org_thieves,1.0
loc_elulind,cooccurs_with,pers_alivyre,1.0
loc_elulind,cooccurs_with,pers_anthony,2.0
loc_elulind,cooccurs_with,pers_aren,1.0
loc_elulind,cooccurs_with,pers_avarna,1.0
loc_elulind,cooccurs_with,pers_bre,2.0
loc_elulind,cooccurs_with,pers_brigitte_ware,1.0
loc_elulind,cooccurs_with,pers_caldwell,1.0
loc_elulind,cooccurs_with,pers_cullen,2.0
loc_elulind,cooccurs_with,pers_eghad,2.0
loc_elulind,cooccurs_with,pers_eira,1.0
loc_elulind,cooccurs_with,pers_faeryne,2.0
loc_elulind,cooccurs_with,pers_henry,6.0
loc_elulind,cooccurs_with,pers_joram,1.0
loc_elulind,cooccurs_with,pers_loris,2.0
loc_elulind,cooccurs_with,pers_luminia,1.0
loc_elulind,cooccurs_with,pers_makhala,1.0
loc_elulind,cooccurs_with,pers_newberry,1.0
loc_elulind,cooccurs_with,pers_piers,4.0
loc_elulind,cooccurs_with,pers_rhys,2.0
loc_elulind,cooccurs_with,pers_ricardo,3.0
loc_elulind,cooccurs_with,pers_ronric,1.0
loc_elulind,cooccurs_with,pers_sala,1.0
loc_elulind,cooccurs_with,pers_shworn,2.0
loc_elulind,cooccurs_with,pers_soren,1.0
loc_elulind,cooccurs_with,pers_torchholder,2.0
loc_elulind,cooccurs_with,pers_unala,1.0
loc_elulind,cooccurs_with,pers_urgulk,1.0
loc_elulind,cooccurs_with,pers_victor,9.0
loc_elulind,cooccurs_with,pers_vyssa,1.0
loc_elulind,cooccurs_with,pers_warin,1.0
loc_elulind,cooccurs_with,play_bysickle,2.0
loc_elulind,cooccurs_with,play_crowe,1.0
loc_elulind,cooccurs_with,play_kalina,2.0
loc_elulind,cooccurs_with,play_venric,1.0
loc_elulind,cooccurs_with,role_arc_tolan_mentir,1.0
loc_elysia,cooccurs_with,loc_eth_aldur,3.0
loc_elysia,cooccurs_with,loc_guldrur,2.0
loc_elysia,cooccurs_with,loc_jotunheim,2.0
loc_elysia,cooccurs_with,loc_killeth,5.0
loc_elysia,cooccurs_with,loc_monadh_mor,2.0
loc_elysia,cooccurs_with,loc_northbend,2.0
loc_elysia,cooccurs_with,loc_rarmal,2.0
loc_elysia,cooccurs_with,loc_stonehome,2.0
loc_elysia,cooccurs_with,loc_thurway,5.0
loc_elysia,cooccurs_with,loc_tolan,4.0
loc_elysia,cooccurs_with,loc_torenth,6.0
loc_elysia,cooccurs_with,loc_trollhills,2.0
loc_elysia,cooccurs_with,loc_wolfstream,2.0
loc_elysia,cooccurs_with,org_academy_elysia,14.0
loc_elysia,cooccurs_with,org_diamond,2.0
loc_elysia,cooccurs_with,org_elulind_army,1.0
loc_elysia,cooccurs_with,org_halverin,2.0
loc_elysia,cooccurs_with,org_hands,16.0
loc_elysia,cooccurs_with,org_iwtc,1.0
loc_elysia,cooccurs_with,org_myconids,1.0
loc_elysia,cooccurs_with,org_ravencrest,3.0
loc_elysia,cooccurs_with,org_remedy,9.0
loc_elysia,cooccurs_with,org_sleepsong,4.0
loc_elysia,cooccurs_with,org_thieves,1.0
loc_elysia,cooccurs_with,pers_abram,1.0
loc_elysia,cooccurs_with,pers_alivyre,11.0
loc_elysia,cooccurs_with,pers_anthony,1.0
loc_elysia,cooccurs_with,pers_aren,5.0
loc_elysia,cooccurs_with,pers_avarna,4.0
loc_elysia,cooccurs_with,pers_bill_harrington,1.0
loc_elysia,cooccurs_with,pers_braydon,3.0
loc_elysia,cooccurs_with,pers_cara,1.0
loc_elysia,cooccurs_with,pers_clara,1.0
loc_elysia,cooccurs_with,pers_credus,3.0
loc_elysia,cooccurs_with,pers_cullen,2.0
loc_elysia,cooccurs_with,pers_cursin,1.0
loc_elysia,cooccurs_with,pers_darren,1.0
loc_elysia,cooccurs_with,pers_edda,1.0
loc_elysia,cooccurs_with,pers_eghad,2.0
loc_elysia,cooccurs_with,pers_elias,1.0
loc_elysia,cooccurs_with,pers_emily,1.0
loc_elysia,cooccurs_with,pers_evaine,4.0
loc_elysia,cooccurs_with,pers_faeryne,9.0
loc_elysia,cooccurs_with,pers_fenrir,1.0
loc_elysia,cooccurs_with,pers_fulbert,1.0
loc_elysia,cooccurs_with,pers_gerard,1.0
loc_elysia,cooccurs_with,pers_gina,9.0
loc_elysia,cooccurs_with,pers_henry,18.0
loc_elysia,cooccurs_with,pers_jane,1.0
loc_elysia,cooccurs_with,pers_joram,3.0
loc_elysia,cooccurs_with,pers_kavar,2.0
loc_elysia,cooccurs_with,pers_kir,1.0
loc_elysia,cooccurs_with,pers_liacyne,1.0
loc_elysia,cooccurs_with,pers_liavarah,1.0
loc_elysia,cooccurs_with,pers_light,3.0
loc_elysia,cooccurs_with,pers_loris,1.0
loc_elysia,cooccurs_with,pers_lou,1.0
loc_elysia,cooccurs_with,pers_luminia,9.0
loc_elysia,cooccurs_with,pers_makhala,3.0
loc_elysia,cooccurs_with,pers_mercy,1.0
loc_elysia,cooccurs_with,pers_newberry,1.0
loc_elysia,cooccurs_with,pers_nolan,1.0
loc_elysia,cooccurs_with,pers_piers,8.0
loc_elysia,cooccurs_with,pers_rhys,6.0
loc_elysia,cooccurs_with,pers_ricardo,3.0
loc_elysia,cooccurs_with,pers_roland,3.0
loc_elysia,cooccurs_with,pers_ronric,7.0
loc_elysia,cooccurs_with,pers_sala,1.0
loc_elysia,cooccurs_with,pers_saphira,1.0
loc_elysia,cooccurs_with,pers_shworn,6.0
loc_elysia,cooccurs_with,pers_tanzo,1.0
loc_elysia,cooccurs_with,pers_terry,8.0
loc_elysia,cooccurs_with,pers_tiber,1.0
loc_elysia,cooccurs_with,pers_todd,1.0
loc_elysia,cooccurs_with,pers_towne,3.0
loc_elysia,cooccurs_with,pers_urgulk,1.0
loc_elysia,cooccurs_with,pers_victor,37.0
loc_elysia,cooccurs_with,pers_vyssa,4.0
loc_elysia,cooccurs_with,pers_william,1.0
loc_elysia,cooccurs_with,play_bysickle,1.0
loc_elysia,cooccurs_with,play_charis,2.0
loc_elysia,cooccurs_with,play_crowe,1.0
loc_elysia,cooccurs_with,play_delta,1.0
loc_elysia,cooccurs_with,play_kalina,2.0
loc_elysia,cooccurs_with,play_phil,1.0
loc_elysia,cooccurs_with,play_scott,1.0
loc_elysia,cooccurs_with,play_venric,2.0
loc_eth_aldur,cooccurs_with,loc_guldrur,2.0
loc_eth_aldur,cooccurs_with,loc_jotunheim,3.0
loc_eth_aldur,cooccurs_with,loc_killeth,2.0
loc_eth_aldur,cooccurs_with,loc_monadh_mor,2.0
loc_eth_aldur,cooccurs_with,loc_northbend,2.0
loc_eth_aldur,cooccurs_with,loc_rarmal,2.0
loc_eth_aldur,cooccurs_with,loc_stonehome,3.0
loc_eth_aldur,cooccurs_with,loc_thurway,3.0
loc_eth_aldur,cooccurs_with,loc_tolan,2.0
loc_eth_aldur,cooccurs_with,loc_torenth,2.0
loc_eth_aldur,cooccurs_with,loc_trollhills,2.0
loc_eth_aldur,cooccurs_with,loc_wolfstream,2.0
loc_eth_aldur,cooccurs_with,org_diamond,1.0
loc_eth_aldur,cooccurs_with,org_hands,2.0
loc_eth_aldur,cooccurs_with,org_ravencrest,1.0
loc_eth_aldur,cooccurs_with,org_sleepsong,1.0
loc_eth_aldur,cooccurs_with,pers_alivyre,2.0
loc_eth_aldur,cooccurs_with,pers_aniya,3.0
loc_eth_aldur,cooccurs_with,pers_aren,1.0
loc_eth_aldur,cooccurs_with,pers_avarna,1.0
loc_eth_aldur,cooccurs_with,pers_azaar,1.0
loc_eth_aldur,cooccurs_with,pers_bear,1.0
loc_eth_aldur,cooccurs_with,pers_beni,1.0
loc_eth_aldur,cooccurs_with,pers_bixley,2.0
loc_eth_aldur,cooccurs_with,pers_bre,1.0
loc_eth_aldur,cooccurs_with,pers_cara,3.0
loc_eth_aldur,cooccurs_with,pers_clara,1.0
loc_eth_aldur,cooccurs_with,pers_credus,1.0
loc_eth_aldur,cooccurs_with,pers_cursin,1.0
loc_eth_aldur,cooccurs_with,pers_darren,3.0
loc_eth_aldur,cooccurs_with,pers_draug,1.0
loc_eth_aldur,cooccurs_with,pers_drib,1.0
loc_eth_aldur,cooccurs_with,pers_eghad,2.0
loc_eth_aldur,cooccurs_with,pers_elias,1.0
loc_eth_aldur,cooccurs_with,pers_faeryne,2.0
loc_eth_aldur,cooccurs_with,pers_fulbert,2.0
loc_eth_aldur,cooccurs_with,pers_garrick,2.0
loc_eth_aldur,cooccurs_with,pers_henry,3.0
loc_eth_aldur,cooccurs_with,pers_idolus,1.0
loc_eth_aldur,cooccurs_with,pers_jamfyr,1.0
loc_eth_aldur,cooccurs_with,pers_jane,1.0
loc_eth_aldur,cooccurs_with,pers_katy,1.0
loc_eth_aldur,cooccurs_with,pers_kavar,1.0
loc_eth_aldur,cooccurs_with,pers_liacyne,1.0
loc_eth_aldur,cooccurs_with,pers_liavarah,3.0
loc_eth_aldur,cooccurs_with,pers_luminia,1.0
loc_eth_aldur,cooccurs_with,pers_macfeegle,1.0
loc_eth_aldur,cooccurs_with,pers_mercy,1.0
loc_eth_aldur,cooccurs_with,pers_moon,1.0
loc_eth_aldur,cooccurs_with,pers_poppy,2.0
loc_eth_aldur,cooccurs_with,pers_rhona,1.0
loc_eth_aldur,cooccurs_with,pers_rhys,1.0
loc_eth_aldur,cooccurs_with,pers_sala,1.0
loc_eth_aldur,cooccurs_with,pers_saphira,2.0
loc_eth_aldur,cooccurs_with,pers_shworn,2.0
loc_eth_aldur,cooccurs_with,pers_soren,1.0
loc_eth_aldur,cooccurs_with,pers_tanzo,1.0
loc_eth_aldur,cooccurs_with,pers_terry,2.0
loc_eth_aldur,cooccurs_with,pers_tiber,1.0
loc_eth_aldur,cooccurs_with,pers_touya,1.0
loc_eth_aldur,cooccurs_with,pers_unala,1.0
loc_eth_aldur,cooccurs_with,pers_urgulk,1.0
loc_eth_aldur,cooccurs_with,pers_victor,2.0
loc_eth_aldur,cooccurs_with,play_bysickle,1.0
loc_eth_aldur,cooccurs_with,play_crowe,2.0
loc_eth_aldur,cooccurs_with,play_kalina,2.0
loc_eth_aldur,cooccurs_with,play_phil,1.0
loc_eth_aldur,cooccurs_with,play_venric,1.0
loc_guldrur,cooccurs_with,loc_jotunheim,2.0
loc_guldrur,cooccurs_with,loc_killeth,2.0
loc_guldrur,cooccurs_with,loc_monadh_mor,2.0
loc_guldrur,cooccurs_with,loc_northbend,4.0
loc_guldrur,cooccurs_with,loc_rarmal,9.0
loc_guldrur,cooccurs_with,loc_stonehome,5.0
loc_guldrur,cooccurs_with,loc_thurway,2.0
loc_guldrur,cooccurs_with,loc_tolan,2.0
loc_guldrur,cooccurs_with,loc_torenth,2.0
loc_guldrur,cooccurs_with,loc_trollhills,3.0
loc_guldrur,cooccurs_with,loc_wolfstream,3.0
loc_guldrur,cooccurs_with,org_cavekeepers,1.0
loc_guldrur,cooccurs_with,org_hands,3.0
loc_guldrur,cooccurs_with,org_ironfang,1.0
loc_guldrur,cooccurs_with,org_iwtc,2.0
loc_guldrur,cooccurs_with,org_jackals,2.0
loc_guldrur,cooccurs_with,org_ravens,1.0
loc_guldrur,cooccurs_with,org_sleepsong,1.0
loc_guldrur,cooccurs_with,pers_alivyre,10.0
loc_guldrur,cooccurs_with,pers_aniya,1.0
loc_guldrur,cooccurs_with,pers_aren,1.0
loc_guldrur,cooccurs_with,pers_aurdac_cefthed,1.0
loc_guldrur,cooccurs_with,pers_azaar,1.0
loc_guldrur,cooccurs_with,pers_baltael,2.0
loc_guldrur,cooccurs_with,pers_bear,2.0
loc_guldrur,cooccurs_with,pers_beni,1.0
loc_guldrur,cooccurs_with,pers_bixley,1.0
loc_guldrur,cooccurs_with,pers_bre,5.0
loc_guldrur,cooccurs_with,pers_brigitte_ware,1.0
loc_guldrur,cooccurs_with,pers_caldwell,2.0
loc_guldrur,cooccurs_with,pers_cara,1.0
loc_guldrur,cooccurs_with,pers_cergad,1.0
loc_guldrur,cooccurs_with,pers_clara,2.0
loc_guldrur,cooccurs_with,pers_connor,1.0
loc_guldrur,cooccurs_with,pers_credus,6.0
loc_guldrur,cooccurs_with,pers_cullen,1.0
loc_guldrur,cooccurs_with,pers_dakgorim,6.0
loc_guldrur,cooccurs_with,pers_darren,2.0
loc_guldrur,cooccurs_with,pers_david_herder,1.0
loc_guldrur,cooccurs_with,pers_drib,1.0
loc_guldrur,cooccurs_with,pers_eardwulf,1.0
loc_guldrur,cooccurs_with,pers_edda,3.0
loc_guldrur,cooccurs_with,pers_eghad,2.0
loc_guldrur,cooccurs_with,pers_elaris,1.0
loc_guldrur,cooccurs_with,pers_elias,1.0
loc_guldrur,cooccurs_with,pers_faeryne,10.0
loc_guldrur,cooccurs_with,pers_fulbert,2.0
loc_guldrur,cooccurs_with,pers_garrick,3.0
loc_guldrur,cooccurs_with,pers_goren,1.0
loc_guldrur,cooccurs_with,pers_grace,1.0
loc_guldrur,cooccurs_with,pers_gremze,3.0
loc_guldrur,cooccurs_with,pers_hadar,1.0
loc_guldrur,cooccurs_with,pers_henry,10.0
loc_guldrur,cooccurs_with,pers_holly,1.0
loc_guldrur,cooccurs_with,pers_idolus,3.0
loc_guldrur,cooccurs_with,pers_jessie_hobbs,1.0
loc_guldrur,cooccurs_with,pers_kaitlyn,1.0
loc_guldrur,cooccurs_with,pers_karsen,1.0
loc_guldrur,cooccurs_with,pers_kavar,1.0
loc_guldrur,cooccurs_with,pers_khagra_warhammer,3.0
loc_guldrur,cooccurs_with,pers_liacyne,7.0
loc_guldrur,cooccurs_with,pers_liavarah,4.0
loc_guldrur,cooccurs_with,pers_light,1.0
loc_guldrur,cooccurs_with,pers_luminia,6.0
loc_guldrur,cooccurs_with,pers_macfeegle,1.0
loc_guldrur,cooccurs_with,pers_mazorn_blindscar,1.0
loc_guldrur,cooccurs_with,pers_melba,1.0
loc_guldrur,cooccurs_with,pers_mercy,5.0
loc_guldrur,cooccurs_with,pers_nala,1.0
loc_guldrur,cooccurs_with,pers_newberry,4.0
loc_guldrur,cooccurs_with,pers_norris,1.0
loc_guldrur,cooccurs_with,pers_olivia_rios,1.0
loc_guldrur,cooccurs_with,pers_orgoth_one_eye,1.0
loc_guldrur,cooccurs_with,pers_poppy,3.0
loc_guldrur,cooccurs_with,pers_sala,2.0
loc_guldrur,cooccurs_with,pers_saphira,2.0
loc_guldrur,cooccurs_with,pers_shargaas,1.0
loc_guldrur,cooccurs_with,pers_shulhug,1.0
loc_guldrur,cooccurs_with,pers_shworn,1.0
loc_guldrur,cooccurs_with,pers_soren,4.0
loc_guldrur,cooccurs_with,pers_spike,1.0
loc_guldrur,cooccurs_with,pers_tandagh,1.0
loc_guldrur,cooccurs_with,pers_tanzo,4.0
loc_guldrur,cooccurs_with,pers_taylor_ochoa,1.0
loc_guldrur,cooccurs_with,pers_terry,1.0
loc_guldrur,cooccurs_with,pers_tiber,2.0
loc_guldrur,cooccurs_with,pers_touya,1.0
loc_guldrur,cooccurs_with,pers_tozhug,1.0
loc_guldrur,cooccurs_with,pers_unala,10.0
loc_guldrur,cooccurs_with,pers_ungagh_bloodaxe,4.0
loc_guldrur,cooccurs_with,pers_urgulk,4.0
loc_guldrur,cooccurs_with,pers_victor,3.0
loc_guldrur,cooccurs_with,pers_wogharod,1.0
loc_guldrur,cooccurs_with,play_amy,1.0
loc_guldrur,cooccurs_with,play_bysickle,2.0
loc_guldrur,cooccurs_with,play_crowe,2.0
loc_guldrur,cooccurs_with,play_kalina,2.0
loc_guldrur,cooccurs_with,play_scott,2.0
loc_guldrur,cooccurs_with,play_venric,1.0
loc_jotunheim,cooccurs_with,loc_killeth,2.0
loc_jotunheim,cooccurs_with,loc_monadh_mor,2.0
loc_jotunheim,cooccurs_with,loc_northbend,2.0
loc_jotunheim,cooccurs_with,loc_rarmal,2.0
loc_jotunheim,cooccurs_with,loc_stonehome,3.0
loc_jotunheim,cooccurs_with,loc_thurway,2.0
loc_jotunheim,cooccurs_with,loc_tolan,2.0
loc_jotunheim,cooccurs_with,loc_torenth,2.0
loc_jotunheim,cooccurs_with,loc_trollhills,2.0
loc_jotunheim,cooccurs_with,loc_wolfstream,2.0
loc_jotunheim,cooccurs_with,org_hands,1.0
loc_jotunheim,cooccurs_with,pers_alivyre,1.0
loc_jotunheim,cooccurs_with,pers_aniya,1.0
