subject,predicate,object,weight
file:_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,contains,chunk_169148,
file:_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,contains,chunk_169150,
file:_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,contains,chunk_169151,
file:_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,contains,chunk_169152,
file:_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,contains,chunk_169154,
file:_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,contains,chunk_169155,
file:_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,contains,chunk_169156,
file:_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,contains,chunk_169157,
file:_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,contains,chunk_169158,
file:_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,contains,chunk_169159,
file:_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,contains,chunk_169160,
file:_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,contains,chunk_169161,
file:_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,contains,chunk_169162,
file:_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,contains,chunk_169163,
file:_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,contains,chunk_169164,
file:_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,contains,chunk_169165,
file:_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,contains,chunk_169166,
file:_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,contains,chunk_169167,
file:_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,contains,chunk_169168,
file:_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,contains,chunk_169169,
file:_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,contains,chunk_169170,
file:_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,contains,chunk_169173,
file:_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,contains,chunk_169175,
file:_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,contains,chunk_169178,
file:_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,contains,chunk_169179,
file:_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,contains,chunk_169180,
file:_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,contains,chunk_169182,
file:_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,contains,chunk_169184,
file:_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,contains,chunk_169185,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169263,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169264,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169265,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169266,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169267,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169268,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169269,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169272,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169276,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169277,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169280,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169282,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169283,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169284,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169285,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169286,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169287,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169288,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169289,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169290,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169291,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169292,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169293,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169294,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169295,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169296,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169297,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169298,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169299,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169300,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169301,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169303,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169304,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169305,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169306,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169307,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169308,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169309,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169311,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169312,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169313,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169315,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169316,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169317,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169319,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169320,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169323,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169324,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169325,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169327,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169328,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169329,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169330,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169333,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169334,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169336,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169337,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169339,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169340,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169341,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169342,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169346,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169347,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169348,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169350,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169352,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169353,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169354,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169355,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169356,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169357,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169358,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169360,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169361,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169362,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169363,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169364,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169365,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169367,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169369,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169370,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169371,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169372,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169373,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169374,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169375,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169376,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169377,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169378,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169379,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169381,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169382,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169386,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169387,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169388,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169389,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169391,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169396,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169402,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169403,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169404,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169405,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169406,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169407,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169408,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169409,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169410,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169411,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169412,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169413,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169414,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169415,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169416,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169417,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169418,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169419,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169420,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169421,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169422,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169424,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169425,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169426,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169427,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169428,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169429,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169430,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169431,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169432,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169433,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169434,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169435,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169436,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169437,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169438,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169439,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169440,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169441,
file:_local/pbp_transcripts/PbP12 - Meeting in the Vestry.md,contains,chunk_169442,
